LK;1;1;1;1;1;1;
PK;1;0.2;0.06666666666666667;0.3333333333333333;0.3333333333333333;0.06666666666666667;
LK;2;1;1;1;1;1;
PK;2;0.2;0.04;0.28;0.44;0.04;
LK;3;1;1;1;1;1;
PK;3;0.14285714285714285;0.14285714285714285;0.2571428571428571;0.3142857142857143;0.14285714285714285;
LK;4;1;1;1;1;1;
PK;4;0.1111111111111111;0.15555555555555556;0.28888888888888886;0.24444444444444444;0.2;
LK;5;1;1;1;1;1;
PK;5;0.12727272727272726;0.12727272727272726;0.2727272727272727;0.2727272727272727;0.2;
LK;6;1;1;1;1;1;
PK;6;0.1076923076923077;0.13846153846153847;0.2923076923076923;0.23076923076923078;0.23076923076923078;
LK;7;1;1;1;1;1;
PK;7;0.09333333333333334;0.12;0.28;0.28;0.22666666666666666;
LK;8;1;1;1;1;1;
PK;8;0.12941176470588237;0.12941176470588237;0.29411764705882354;0.24705882352941178;0.2;
LK;9;1;1;1;1;1;
PK;9;0.11578947368421053;0.11578947368421053;0.28421052631578947;0.28421052631578947;0.2;
LK;10;1;1;1;1;1;
PK;10;0.14285714285714285;0.10476190476190476;0.2761904761904762;0.2761904761904762;0.2;
LK;11;1;1;1;1;1;
PK;11;0.14782608695652175;0.11304347826086956;0.25217391304347825;0.28695652173913044;0.2;
LK;12;1;1;1;1;1;
PK;12;0.136;0.104;0.264;0.312;0.184;
LK;13;1;1;1;1;1;
PK;13;0.1259259259259259;0.0962962962962963;0.2740740740740741;0.31851851851851853;0.18518518518518517;
LK;14;1;1;1;1;1;
PK;14;0.1310344827586207;0.1310344827586207;0.25517241379310346;0.3103448275862069;0.1724137931034483;
LK;15;1;1;1;1;1;
PK;15;0.13548387096774195;0.13548387096774195;0.25161290322580643;0.2903225806451613;0.1870967741935484;
LK;16;1;1;1;1;1;
PK;16;0.1393939393939394;0.12727272727272726;0.24848484848484848;0.296969696969697;0.18787878787878787;
LK;17;1;1;1;1;1;
PK;17;0.14285714285714285;0.14285714285714285;0.2342857142857143;0.2914285714285714;0.18857142857142858;
LK;18;1;1;1;1;1;
PK;18;0.13513513513513514;0.13513513513513514;0.24324324324324326;0.2756756756756757;0.21081081081081082;
LK;19;1;1;1;1;1;
PK;19;0.15897435897435896;0.1282051282051282;0.24102564102564103;0.26153846153846155;0.21025641025641026;
LK;20;1;1;1;1;1;
