PK;20;0.17073170731707318;0.12195121951219512;0.23902439024390243;0.2682926829268293;0.2;
LK;21;1;1;1;1;1;
PK;21;0.16279069767441862;0.11627906976744186;0.2372093023255814;0.2744186046511628;0.20930232558139536;
LK;22;1;1;1;1;1;
PK;22;0.16444444444444445;0.1288888888888889;0.22666666666666666;0.26222222222222225;0.21777777777777776;
LK;23;1;1;1;1;1;
PK;23;0.17446808510638298;0.13191489361702127;0.23404255319148937;0.251063829787234;0.20851063829787234;
LK;24;1;1;1;1;1;
PK;24;0.17551020408163265;0.12653061224489795;0.23265306122448978;0.24081632653061225;0.22448979591836735;
LK;25;1;1;1;1;1;
PK;25;0.1843137254901961;0.12941176470588237;0.23137254901960785;0.23921568627450981;0.21568627450980393;
LK;26;1;1;1;1;1;
PK;26;0.18490566037735848;0.1320754716981132;0.23773584905660378;0.23773584905660378;0.20754716981132076;
LK;27;1;1;1;1;1;
PK;27;0.18545454545454546;0.14181818181818182;0.2290909090909091;0.23636363636363636;0.20727272727272728;
LK;28;1;1;1;1;1;
PK;28;0.18596491228070175;0.14385964912280702;0.22807017543859648;0.22807017543859648;0.21403508771929824;
LK;29;1;1;1;1;1;
PK;29;0.2;0.13898305084745763;0.22033898305084745;0.23389830508474577;0.20677966101694914;
LK;30;1;1;1;1;1;
PK;30;0.19344262295081968;0.14754098360655737;0.21967213114754097;0.23934426229508196;0.2;
LK;31;1;1;1;1;1;
PK;31;0.2;0.1492063492063492;0.21904761904761905;0.23174603174603176;0.2;
LK;32;1;1;1;1;1;
PK;32;0.20615384615384616;0.14461538461538462;0.2123076923076923;0.23076923076923078;0.20615384615384616;
LK;33;1;1;1;1;1;
PK;33;0.2;0.14626865671641792;0.20597014925373133;0.2298507462686567;0.21791044776119403;
LK;34;1;1;1;1;1;
PK;34;0.19420289855072465;0.1536231884057971;0.2;0.2289855072463768;0.22318840579710145;
LK;35;1;1;1;1;1;
PK;35;0.2;0.15492957746478872;0.2;0.22816901408450704;0.21690140845070421;
LK;36;1;1;1;1;1;
PK;36;0.19452054794520549;0.15616438356164383;0.21095890410958903;0.2219178082191781;0.21643835616438356;
LK;37;1;1;1;1;1;
PK;37;0.18933333333333333;0.16266666666666665;0.21066666666666667;0.216;0.22133333333333333;
LK;38;1;1;1;1;1;
PK;38;0.18961038961038962;0.15844155844155844;0.21038961038961038;0.21558441558441557;0.22597402597402597;
LK;39;1;1;1;1;1;
PK;39;0.189873417721519;0.17468354430379746;0.20506329113924052;0.21012658227848102;0.22025316455696203;
LK;40;1;1;1;1;1;
PK;40;0.18518518518518517;0.17530864197530865;0.2;0.21481481481481482;0.22469135802469137;
LK;41;1;1;1;1;1;
PK;41;0.19036144578313252;0.17590361445783131;0.2;0.20963855421686747;0.22409638554216868;
LK;42;1;1;1;1;1;
PK;42;0.19058823529411764;0.17176470588235293;0.2;0.21411764705882352;0.2235294117647059;
LK;43;1;1;1;1;1;
PK;43;0.19540229885057472;0.167816091954023;0.19540229885057472;0.20919540229885059;0.23218390804597702;
LK;44;1;1;1;1;1;
PK;44;0.19550561797752808;0.16853932584269662;0.19550561797752808;0.21348314606741572;0.22696629213483147;
LK;45;1;1;1;1;1;
PK;45;0.1956043956043956;0.16923076923076924;0.2043956043956044;0.2087912087912088;0.22197802197802197;
LK;46;1;1;1;1;1;
PK;46;0.1956989247311828;0.16989247311827957;0.20430107526881722;0.2086021505376344;0.221505376344086;
LK;47;1;1;1;1;1;
PK;47;0.2;0.1705263157894737;0.20421052631578948;0.20421052631578948;0.22105263157894736;
LK;48;1;1;1;1;1;
PK;48;0.2;0.17525773195876287;0.2;0.20824742268041238;0.21649484536082475;
LK;49;1;1;1;1;1;
PK;49;0.2;0.17575757575757575;0.19595959595959597;0.20404040404040405;0.22424242424242424;
LK;50;1;1;1;1;1;
PK;50;0.2;0.17623762376237623;0.19207920792079208;0.20396039603960395;0.22772277227722773;
